Z,A,BE (keV),error prefix (keV),O,N,BE/A (keV)
69,144,1130544,-432,1,75,7851
69,145,1143905,-145,1,76,7889
69,146,1155444,-146,1,77,7914
69,147,1168476.125,6.909,1,78,7948.817
69,148,1179338,10.212,1,79,7968.5
69,149,1192596,-149,1,80,8004
69,150,1203150,-150,1,81,8021
69,151,1215559.625,19.479,1,82,8050.064
69,152,1224578.625,53.96,1,83,8056.438
69,153,1234903,11.934,1,84,8071.261
69,154,1243428,14.476,1,85,8074.208
69,155,1253698.125,9.92,1,86,8088.375
69,156,1261978.125,14.352,1,87,8089.604
69,157,1271924.25,27.946,1,88,8101.428
69,158,1279989.5,25.28,1,89,8101.199
69,159,1289927.875,27.984,1,90,8112.754
69,160,1297730.875,34.24,1,91,8110.818
69,161,1307398.875,28.014,1,92,8120.49
69,162,1315049.25,26.082,1,93,8117.588
69,163,1324371.625,5.542,1,94,8124.979
69,164,1331618.125,24.436,1,95,8119.623
69,165,1340715.125,1.65,1,96,8125.546
69,166,1347745,11.62,1,97,8118.946
69,167,1356471.75,1.336,1,98,8122.585
69,168,1363312.25,1.68,1,99,8114.954
69,169,1371346,0.845,1,100,8114.473
69,170,1377937.875,0.85,1,101,8105.517
69,171,1385423.75,1.026,1,102,8101.893
69,172,1391659,5.504,1,103,8091.041
69,173,1398612.125,4.325,1,104,8084.463
69,174,1404291.75,44.718,1,105,8070.642
69,175,1410809.125,50.05,1,106,8061.767
69,176,1415941.25,99.968,1,107,8045.121
69,177,1422195,-354,1,108,8035
69,178,1426848,-356,1,109,8016
69,179,1432358,-537,1,110,8002
69,180,1436760,-540,1,111,7982
69,181,1442027,-543,1,112,7967
70,148,1170088,-444,1,78,7906
70,149,1181123,-298,1,79,7927
70,150,1194600,-300,1,80,7964
70,151,1205547,300.49,1,81,7983.755
70,152,1218346.25,149.72,1,82,8015.436
70,153,1227366,-153,1,83,8022
70,154,1238150.625,17.248,1,84,8039.939
70,155,1246792.625,16.585,1,85,8043.823
70,156,1257626.875,9.36,1,86,8061.711
70,157,1265854.375,10.99,1,87,8062.767
70,158,1276514.125,8.058,1,88,8079.203
70,159,1284413.75,17.808,1,89,8078.074
70,160,1294809.125,7.2,1,90,8092.557
70,161,1302557.125,15.295,1,91,8090.417
70,162,1312615.5,15.39,1,92,8102.565
70,163,1320159.5,15.322,1,93,8099.138
70,164,1329949.125,15.416,1,94,8109.446
70,165,1337298.375,26.565,1,95,8104.839
70,166,1346670.25,7.138,1,96,8112.471
70,167,1353736.25,4.008,1,97,8106.205
70,168,1362798.875,1.176,1,98,8111.898
70,169,1369666,1.183,1,99,8104.533
70,170,1378123.5,0,1,100,8106.609
70,171,1384737.75,0,1,101,8097.881
70,172,1392757.875,0,1,102,8097.43
70,173,1399124.875,0,1,103,8087.427
70,174,1406589.375,0,1,104,8083.847
70,175,1412411.875,0,1,105,8070.925
70,176,1419279,0,1,106,8064.085
70,177,1424845.25,0.177,1,107,8049.973
70,178,1431625.625,9.968,1,108,8042.841
70,179,1436475,-179,1,109,8025
70,180,1442700,-360,1,110,8015
70,181,1447276,-362,1,111,7996
70,182,1453088,-364,1,112,7984
70,183,1457412,-366,1,113,7964
70,184,1462984,-552,1,114,7951
70,185,1466865,-555,1,115,7929
71,150,1179750,-300,1,79,7865
71,151,1193353,-302,1,80,7903
71,152,1204752,-152,1,81,7926
71,153,1217737.625,150.093,1,82,7959.069
71,154,1227226,-154,1,83,7969
71,155,1238052.625,19.22,1,84,7987.437
71,156,1247278.375,54.132,1,85,7995.374
71,157,1258090.75,12.089,1,86,8013.317
71,158,1266933.75,15.168,1,87,8018.568
71,159,1277501.375,37.683,1,88,8034.6
71,160,1286134,56.8,1,89,8038.337
71,161,1296497.75,28.014,1,90,8052.781
71,162,1304838.625,75.006,1,91,8054.56
71,163,1314869.5,27.873,1,92,8066.684
71,164,1322791.875,27.88,1,93,8065.804
71,165,1332663,26.565,1,94,8076.746
71,166,1340313,29.88,1,95,8074.175
71,167,1349864.5,31.73,1,96,8083.021
71,168,1357502.5,39.312,1,97,8080.372
71,169,1366590.625,3.211,1,98,8086.335
71,170,1373883.5,16.83,1,99,8081.667
71,171,1382477,1.881,1,100,8084.661
71,172,1389455.875,2.408,1,101,8078.232
71,173,1397672.125,1.557,1,102,8079.03
71,174,1404432.875,1.566,1,103,8071.453
71,175,1412099.5,1.225,1,104,8069.14
71,176,1418387.5,1.232,1,105,8059.02
71,177,1425460.375,1.239,1,106,8053.448
71,178,1431485.625,2.314,1,107,8042.054
71,179,1438278.125,5.191,1,108,8035.073
71,180,1443966.875,70.74,1,109,8022.038
71,181,1450159.125,125.795,1,110,8011.929
71,182,1455272,-182,1,111,7996
71,183,1461220.625,80.154,1,112,7984.812
71,184,1465928,-368,1,113,7967
71,185,1471490,-370,1,114,7954
71,186,1475910,-372,1,115,7935
71,187,1481414,-374,1,116,7922
71,188,1485576,-564,1,117,7902
72,153,1205946,-306,1,81,7882
72,154,1219372,-308,1,82,7918
72,155,1228840,-310,1,83,7928
72,156,1240613.375,149.76,1,84,7952.65
72,157,1249720,-157,1,85,7960
72,158,1261041.625,17.538,1,86,7981.276
72,159,1269863,16.854,1,87,7986.56
72,160,1281020.75,9.6,1,88,8006.38
72,161,1289467.875,22.54,1,89,8009.117
72,162,1300393.5,8.91,1,90,8027.121
72,163,1308559.5,24.776,1,91,8027.972
72,164,1319185.5,15.744,1,92,8043.814
72,165,1327073.875,27.885,1,93,8042.872
72,166,1337368.75,27.888,1,94,8056.438
72,167,1345048.75,27.889,1,95,8054.184
72,168,1355013,27.888,1,96,8065.554
72,169,1362440.5,27.885,1,97,8061.778
72,170,1372048.75,27.88,1,98,8070.875
72,171,1379297.625,28.899,1,99,8066.068
72,172,1388339.875,24.424,1,100,8071.744
72,173,1395420.75,28.026,1,101,8066.016
72,174,1403924.75,2.262,1,102,8068.533
72,175,1410633.25,2.275,1,103,8060.761
72,176,1418799.125,1.408,1,104,8061.359
72,177,1425174.75,1.416,1,105,8051.835
72,178,1432800.625,1.424,1,106,8049.442
72,179,1438899.75,1.432,1,107,8038.546
72,180,1446287.375,1.44,1,108,8034.93
72,181,1451982.375,1.448,1,109,8022.002
72,182,1458700.375,6.188,1,110,8014.837
72,183,1464004.875,30.012,1,111,8000.027
72,184,1470292.875,39.744,1,112,7990.722
72,185,1475184.5,64.195,1,113,7973.97
72,186,1481360.125,51.15,1,114,7964.302
72,187,1485902,-374,1,115,7946
72,188,1491968,-376,1,116,7936
72,189,1496313,-378,1,117,7917
72,190,1502330,-380,1,118,7907
73,155,1217835,-310,1,82,7857
73,156,1227876,-312,1,83,7871
73,157,1239678.75,150.092,1,84,7896.043
73,158,1249306,-158,1,85,7907
73,159,1260667.25,19.716,1,86,7928.725
73,160,1270123.25,54.24,1,87,7938.271
73,161,1281149.75,24.311,1,88,7957.452
73,162,1290222.25,52.164,1,89,7964.335
73,163,1301048.125,38.142,1,90,7981.89
73,164,1309867.5,27.88,1,91,7986.997
73,165,1320504,13.86,1,92,8003.055
73,166,1328825.25,27.888,1,93,8004.971
73,167,1339149.75,27.889,1,94,8018.861
73,168,1347264,27.888,1,95,8019.429
73,169,1357231.75,27.885,1,96,8030.957
73,170,1365150.25,27.88,1,97,8030.295
73,171,1374804.25,27.873,1,98,8039.791
73,172,1382485.25,27.864,1,99,8037.705
73,173,1391623.125,28.026,1,100,8044.064
73,174,1399038.625,28.014,1,101,8040.452
73,175,1407777.875,28,1,102,8044.445
73,176,1414805.875,30.8,1,103,8038.67
73,177,1423226.375,3.363,1,104,8040.827
73,178,1430230,0,1,105,8035
73,179,1438011.75,1.432,1,106,8033.585
73,180,1444658.5,1.98,1,107,8025.88
73,181,1452235.375,1.448,1,108,8023.4
73,182,1458298.25,1.456,1,109,8012.628
73,183,1465232.5,1.464,1,110,8006.735
73,184,1470850.375,25.944,1,111,7993.752
73,185,1477476.625,14.245,1,112,7986.36
73,186,1482761.25,60.078,1,113,7971.834
73,187,1489120.625,55.913,1,114,7963.212
73,188,1493908.25,54.896,1,115,7946.32
73,189,1500282,-189,1,116,7938
73,190,1504990,-190,1,117,7921
73,191,1511001,-382,1,118,7911
73,192,1515648,-384,1,119,7894
73,193,1521612,-386,1,120,7884
73,194,1526004,-582,1,121,7866
74,157,1228839,-471,1,83,7827
74,158,1240932,-316,1,84,7854
74,159,1250694,-318,1,85,7866
74,160,1262843.5,149.76,1,86,7892.772
74,161,1272222,-161,1,87,7902
74,162,1283659,17.658,1,88,7923.821
74,163,1292639.125,52.812,1,89,7930.301
74,164,1304038.125,9.676,1,90,7951.452
74,165,1312734.625,24.915,1,91,7955.967
74,166,1323833,9.462,1,92,7974.897
74,167,1332114.375,18.203,1,93,7976.733
74,168,1342980.75,13.272,1,94,7993.933
74,169,1351076.75,15.379,1,95,7994.537
74,170,1361521.25,13.26,1,96,8008.949
74,171,1369387.75,27.873,1,97,8008.116
74,172,1379470.125,27.864,1,98,8020.175
74,173,1387171.625,28.026,1,99,8018.333
74,174,1396742.5,28.014,1,100,8027.256
74,175,1404219.625,28,1,101,8024.112
74,176,1413299.625,27.984,1,102,8030.111
74,177,1420431.25,27.966,1,103,8025.035
74,178,1429207.75,15.13,1,104,8029.257
74,179,1436167.25,14.499,1,105,8023.281
74,180,1444579.5,1.44,1,106,8025.442
74,181,1451248.625,1.448,1,107,8017.948
74,182,1459332.125,0.728,1,108,8018.309
74,183,1465522.875,0.732,1,109,8008.322
74,184,1472934.25,0.736,1,110,8005.078
74,185,1478687.875,0.74,1,111,7992.907
74,186,1485879.75,1.302,1,112,7988.601
74,187,1491346.75,1.122,1,113,7975.116
74,188,1498181.75,3.008,1,114,7969.052
74,189,1503202.875,40.068,1,115,7953.455
74,190,1510038.875,39.71,1,116,7947.573
74,191,1514904.125,41.829,1,117,7931.435
74,192,1521408,-192,1,118,7924
74,193,1526244,-193,1,119,7908
74,194,1532406,-388,1,120,7899
74,195,1536990,-390,1,121,7882
74,196,1542912,-392,1,122,7872
74,197,1547238,-394,1,123,7854
75,159,1239405,-318,1,84,7795
75,160,1249440,-320,1,85,7809
75,161,1261646.25,149.891,1,86,7836.312
75,162,1271376,-162,1,87,7848
75,163,1282951,18.582,1,88,7870.865
75,164,1292492.5,54.612,1,89,7881.052
75,165,1303751.125,23.595,1,90,7901.522
75,166,1313056.25,72.376,1,91,7909.978
75,167,1324143,0,1,92,7929
75,168,1333100.125,30.744,1,93,7935.12
75,169,1343785.75,11.323,1,94,7951.395
75,170,1352361,23.12,1,95,7955.065
75,171,1362769.5,27.873,1,96,7969.412
75,172,1371127.5,39.044,1,97,7971.671
75,173,1381215.75,28.026,1,98,7983.906
75,174,1389406.375,28.014,1,99,7985.094
75,175,1399092.75,28,1,100,7994.816
75,176,1406938.75,27.984,1,101,7993.97
75,177,1416216.375,27.966,1,102,8001.223
75,178,1423672,27.946,1,103,7998.157
75,179,1432674.125,24.702,1,104,8003.766
75,180,1439998.375,21.42,1,105,7999.991
75,181,1448749.875,12.489,1,106,8004.143
75,182,1455749.75,101.92,1,107,7998.625
75,183,1464184.625,8.052,1,108,8001.009
75,184,1470666,4.232,1,109,7992.75
75,185,1478336.625,0.74,1,110,7991.009
75,186,1484516,0.744,1,111,7981.269
75,187,1491876.875,0.748,1,112,7977.951
75,188,1497748.5,0.752,1,113,7966.748
75,189,1504781.875,8.127,1,114,7961.809
75,190,1510510.125,70.87,1,115,7950.053
75,191,1517295.75,10.314,1,116,7943.957
75,192,1522605.625,70.848,1,117,7930.238
75,193,1529319.875,39.179,1,118,7923.937
75,194,1534346,-194,1,119,7909
75,195,1540890,-390,1,120,7902
75,196,1545852,-392,1,121,7887
75,197,1551966,-394,1,122,7878
75,198,1556676,-396,1,123,7862
75,199,1562349,-398,1,124,7851
76,161,1250004,-322,1,85,7764
76,162,1262466,-324,1,86,7793
76,163,1272378,-326,1,87,7806
76,164,1284659.75,149.896,1,88,7833.291
76,165,1294095,-165,1,89,7843
76,166,1305811.75,17.928,1,90,7866.336
76,167,1314953.625,72.645,1,91,7873.974
76,168,1326518.125,9.912,1,92,7895.941
76,169,1335317,25.181,1,93,7901.284
76,170,1346591.75,9.69,1,94,7921.128
76,171,1355038.875,17.784,1,95,7924.204
76,172,1366052,12.728,1,96,7942.163
76,173,1374317.75,14.878,1,97,7944.033
76,174,1384946.25,10.266,1,98,7959.461
76,175,1393127.625,11.725,1,99,7960.729
76,176,1403191.5,27.984,1,100,7972.679
76,177,1411121.125,14.691,1,101,7972.436
76,178,1420780.375,13.706,1,102,7981.912
76,179,1428326.875,16.468,1,103,7979.48
76,180,1437736.5,16.38,1,104,7987.425
76,181,1445000.125,25.34,1,105,7983.426
76,182,1454130.5,21.658,1,106,7989.728
76,183,1461256.75,49.776,1,107,7985.01
76,184,1469916.5,0.92,1,108,7988.677
76,185,1476541.25,0.74,1,109,7981.304
76,186,1484806.625,0.744,1,110,7982.832
76,187,1491096.875,0.748,1,111,7973.78
76,188,1499086.375,0.752,1,112,7973.864
76,189,1505007.375,0.756,1,113,7963.002
76,190,1512799.75,0.57,1,114,7962.104
76,191,1518558.5,0.573,1,115,7950.568
76,192,1526116.75,2.304,1,116,7948.525
76,193,1531700.125,2.316,1,117,7936.27
76,194,1538812.25,2.328,1,118,7932.022
76,195,1543960.125,55.965,1,119,7917.744
76,196,1550796.875,39.984,1,120,7912.229
76,197,1555906,-197,1,121,7898
76,198,1562418,-198,1,122,7891
76,199,1567125,-199,1,123,7875
76,200,1573600,-200,1,124,7868
76,201,1578051,-201,1,125,7851
76,202,1584084,-404,1,126,7842
76,203,1586648,-406,1,127,7816
77,164,1270836,-328,1,87,7749
77,165,1283040,-165,1,88,7776
77,166,1292974,-166,1,89,7789
77,167,1304741.75,18.37,1,90,7812.825
77,168,1314406.875,55.272,1,91,7823.851
77,169,1325905.75,23.322,1,92,7845.596
77,170,1335180,-170,1,93,7854
77,171,1346366.625,38.475,1,94,7873.489
77,172,1355405.25,32.336,1,95,7880.263
77,173,1366365.625,11.072,1,96,7898.067
77,174,1375032,24.36,1,97,7902.483
77,175,1385634.25,12.425,1,98,7917.91
77,176,1394189.375,16.72,1,99,7921.531
77,177,1404429.875,19.824,1,100,7934.632
77,178,1412705.75,19.758,1,101,7936.549
77,179,1422606.75,9.845,1,102,7947.524
77,180,1430573.875,21.78,1,103,7947.633
77,181,1440130.625,5.249,1,104,7956.523
77,182,1447790.75,20.93,1,105,7954.894
77,183,1457013.625,24.339,1,106,7961.823
77,184,1464492.5,27.968,1,107,7959.198
77,185,1473288.625,27.935,1,108,7963.722
77,186,1480196.75,16.554,1,109,7958.047
77,187,1488644.875,27.863,1,110,7960.668
77,188,1495511.875,9.4,1,111,7954.851
77,189,1503687.75,12.663,1,112,7956.02
77,190,1510063.25,1.33,1,113,7947.701
77,191,1518089.5,1.337,1,114,7948.113
77,192,1524287.75,1.344,1,115,7938.999
77,193,1532059.625,1.351,1,116,7938.133
77,194,1538126.5,1.358,1,117,7928.487
77,195,1545358.375,1.365,1,118,7924.915
77,196,1551173,38.416,1,119,7914.148
77,197,1558072.75,20.094,1,120,7908.999
77,198,1563606,-198,1,121,7897
77,199,1570350,40.994,1,122,7891.206
77,200,1575600,-200,1,123,7878
77,201,1582071,-201,1,124,7871
77,202,1586912,-202,1,125,7856
77,203,1592941,-406,1,126,7847
77,204,1596096,-408,1,127,7824
77,205,1600435,-410,1,128,7807
78,166,1283512,-332,1,88,7732
78,167,1293582,-334,1,89,7746
78,168,1305965.625,150.024,1,90,7773.605
78,169,1315496,-169,1,91,7784
78,170,1327400.125,18.19,1,92,7808.236
78,171,1336641.875,72.675,1,93,7816.619
78,172,1348350.5,10.32,1,94,7839.247
78,173,1357257.625,56.052,1,95,7845.42
78,174,1368704.375,10.266,1,96,7866.117
78,175,1377170.875,18.2,1,97,7869.548
78,176,1388462.625,12.672,1,98,7888.992
78,177,1396970.5,15.045,1,99,7892.489
78,178,1407668.875,10.146,1,100,7908.252
78,179,1416010.75,8.055,1,101,7910.675
78,180,1426250,10.98,1,102,7923.611
78,181,1434266.75,13.756,1,103,7924.125
78,182,1444125.25,13.104,1,104,7934.754
78,183,1451800.5,15.555,1,105,7933.336
78,184,1461433.625,15.64,1,106,7942.574
78,185,1468858.75,25.9,1,107,7939.777
78,186,1478106.5,21.762,1,108,7946.809
78,187,1484998.375,24.123,1,109,7941.168
78,188,1494205.5,5.264,1,110,7947.901
78,189,1500925.125,10.017,1,111,7941.403
78,190,1509833.75,0.57,1,112,7946.494
78,191,1516296.875,4.202,1,113,7938.727
78,192,1524958.25,2.496,1,114,7942.491
78,193,1531220.75,1.351,1,115,7933.786
78,194,1539572.5,0.582,1,116,7935.941
78,195,1545677.625,0.585,1,117,7926.552
78,196,1553599.625,0.588,1,118,7926.529
78,197,1559446.375,0.591,1,119,7915.972
78,198,1567001.625,2.178,1,120,7914.149
78,199,1572557.625,2.189,1,121,7902.3
78,200,1579839.625,20.2,1,122,7899.198
78,201,1585052.375,50.049,1,123,7885.833
78,202,1592075.125,25.25,1,124,7881.56
78,203,1597001,-203,1,125,7867
78,204,1603440,-204,1,126,7860
78,205,1606585,-205,1,127,7837
78,206,1611332,-206,1,128,7822
78,207,1614186,-414,1,129,7798
78,208,1618864,-416,1,130,7783
79,169,1304004,-338,1,90,7716
79,170,1314100,-170,1,91,7730
79,171,1325952.125,20.691,1,92,7754.106
79,172,1335779.25,56.072,1,93,7766.158
79,173,1347365,22.836,1,94,7788.237
79,174,1356852,-174,1,95,7798
79,175,1368079.125,38.675,1,96,7817.595
79,176,1377267.375,33.264,1,97,7825.383
79,177,1388362.875,10.443,1,98,7843.858
79,178,1397192.875,10.146,1,99,7849.398
79,179,1407949,11.635,1,100,7865.637
79,180,1416657.25,4.86,1,101,7870.318
79,181,1426974.125,19.91,1,102,7883.835
79,182,1435475.125,20.202,1,103,7887.226
79,183,1445437.25,9.333,1,104,7898.564
79,184,1453635.625,22.264,1,105,7900.194
79,185,1463246.375,2.59,1,106,7909.44
79,186,1471174.5,21.018,1,107,7909.541
79,187,1480558.75,22.253,1,108,7917.426
79,188,1487973.5,2.632,1,109,7914.752
79,189,1497255.5,20.034,1,110,7921.987
79,190,1504578.5,3.42,1,111,7918.834
79,191,1513614.125,4.966,1,112,7924.681
79,192,1520659.625,15.744,1,113,7920.102
79,193,1529363.625,8.685,1,114,7924.164
79,194,1536242.125,2.134,1,115,7918.774
79,195,1544668.5,1.17,1,116,7921.377
79,196,1551311.625,2.94,1,117,7914.855
79,197,1559383.75,0.591,1,118,7915.653
79,198,1565896.25,0.594,1,119,7908.567
79,199,1573480.5,0.597,1,120,7906.937
79,200,1579698.25,26.8,1,121,7898.491
79,201,1586930.125,3.216,1,122,7895.175
79,202,1592953.625,23.23,1,123,7885.909
79,203,1599815.375,3.045,1,124,7880.864
79,204,1605480,-204,1,125,7870
79,205,1611505,-205,1,126,7861
79,206,1615040,-206,1,127,7840
79,207,1619775,-207,1,128,7825
79,208,1623232,-208,1,129,7804
79,209,1627692,-418,1,130,7788
79,210,1630860,-420,1,131,7766
80,171,1314135,-342,1,91,7685
80,172,1326737.625,150.156,1,92,7713.591
80,173,1336425,-173,1,93,7725
80,174,1348462.5,19.14,1,94,7749.785
80,175,1357865.375,72.975,1,95,7759.231
80,176,1369749,11.088,1,96,7782.665
80,177,1378818,75.048,1,97,7789.932
80,178,1390422.625,10.858,1,98,7811.363
80,179,1399106.25,27.208,1,99,7816.236
80,180,1410499.75,12.6,1,100,7836.11
80,181,1418981.875,15.385,1,101,7839.679
80,182,1429968.875,9.828,1,102,7856.972
80,183,1438268,7.137,1,103,7859.388
80,184,1448883.5,10.12,1,104,7874.367
80,185,1456789.5,13.69,1,105,7874.538
80,186,1467216.375,11.718,1,106,7888.26
80,187,1474866.5,13.838,1,107,7886.987
80,188,1485021.75,12.22,1,108,7899.052
80,189,1492517.625,31.563,1,109,7896.918
80,190,1502333.25,15.96,1,110,7907.017
80,191,1509625.75,22.347,1,111,7903.8
80,192,1519116.625,15.552,1,112,7912.066
80,193,1526238.625,15.44,1,113,7907.972
80,194,1535431.875,2.91,1,114,7914.597
80,195,1542332.375,23.205,1,115,7909.397
80,196,1551216.375,2.94,1,116,7914.369
80,197,1558002.125,3.152,1,117,7908.64
80,198,1566487.25,0.396,1,118,7911.552
80,199,1573150.5,0.597,1,119,7905.279
80,200,1581179,0.6,1,120,7905.895
80,201,1587409.625,0.804,1,121,7897.561
80,202,1595163.75,0.606,1,122,7896.85
80,203,1601158.875,1.624,1,123,7887.482
80,204,1608651.125,0.408,1,124,7885.545
80,205,1614320,3.69,1,125,7874.732
80,206,1621049.375,20.394,1,126,7869.172
80,207,1624662.25,29.808,1,127,7848.61
80,208,1629511.75,30.784,1,128,7834.191
80,209,1632917,-209,1,129,7813
80,210,1637790,-210,1,130,7799
80,211,1641158,-211,1,131,7778
80,212,1645756,-212,1,132,7763
80,213,1648833,-213,1,133,7741
80,214,1653578,-428,1,134,7727
80,215,1656575,-430,1,135,7705
80,216,1661040,-432,1,136,7690
81,176,1356600.125,75.152,1,95,7707.955
81,177,1368593.5,21.594,1,96,7732.167
81,178,1378076,-178,1,97,7742
81,179,1389664.125,38.843,1,98,7763.487
81,180,1398853.625,59.94,1,99,7771.409
81,181,1410337.125,9.05,1,100,7791.918
81,182,1418937.5,11.83,1,101,7796.36
81,183,1430268.125,9.333,1,102,7815.673
81,184,1438635.5,9.936,1,103,7818.671
81,185,1449581.375,20.72,1,104,7835.575
81,186,1457781.5,22.32,1,105,7837.535
81,187,1468410.75,8.041,1,106,7852.464
81,188,1476374,29.892,1,107,7853.053
81,189,1486725,8.316,1,108,7866.27
81,190,1494552.125,7.98,1,109,7866.064
81,191,1504534.5,7.258,1,110,7877.144
81,192,1512195.125,31.68,1,111,7876.016
81,193,1521871.5,6.755,1,112,7885.345
81,194,1529402.875,13.968,1,113,7883.52
81,195,1538692,11.115,1,114,7890.728
81,196,1546104.625,12.152,1,115,7888.289
81,197,1555021,16.351,1,116,7893.508
81,198,1562279.375,7.524,1,117,7890.3
81,199,1570881.5,27.86,1,118,7893.877
81,200,1577940.625,5.8,1,119,7889.703
81,201,1586145.5,14.271,1,120,7891.271
81,202,1593016.25,1.616,1,121,7886.219
81,203,1600868.75,1.218,1,122,7886.053
81,204,1607524.625,1.224,1,123,7880.022
81,205,1615070.75,1.23,1,124,7878.394
81,206,1621574.625,1.236,1,125,7871.722
81,207,1628427,5.382,1,126,7866.797
81,208,1632214.125,1.872,1,127,7847.183
81,209,1637180,6.061,1,128,7833.397
81,210,1640853.5,11.55,1,129,7813.588
81,211,1645755.875,41.989,1,130,7799.791
81,212,1649360,-212,1,131,7780
81,213,1654036.625,27.051,1,132,7765.43
81,214,1657430,-214,1,133,7745
81,215,1661950,-215,1,134,7730
81,216,1665360,-216,1,135,7710
81,217,1669815,-434,1,136,7695
81,218,1672932,-436,1,137,7674
82,178,1368967.75,24.03,1,96,7690.83
82,179,1378562.75,75.538,1,97,7701.468
82,180,1390626,12.42,1,98,7725.7
82,181,1399873.375,75.477,1,99,7734.107
82,182,1411652.375,12.012,1,100,7756.332
82,183,1420473.75,28.182,1,101,7762.152
82,184,1432021.375,12.88,1,102,7782.725
82,185,1440582.5,16.095,1,103,7786.933
82,186,1451794.625,11.346,1,104,7805.348
82,187,1460170.75,5.049,1,105,7808.4
82,188,1471070.5,10.716,1,106,7824.843
82,189,1479170.5,13.986,1,107,7826.299
82,190,1489814.5,12.54,1,108,7841.129
82,191,1497700.25,37.245,1,109,7841.363
82,192,1508096.5,13.248,1,110,7854.669
82,193,1515806.375,49.601,1,111,7853.919
82,194,1525891.125,17.46,1,112,7865.418
82,195,1533462.125,17.94,1,113,7863.908
82,196,1543174,7.644,1,114,7873.337
82,197,1550642.625,4.728,1,115,7871.282
82,198,1560035.875,8.712,1,116,7878.969
82,199,1567271.375,9.95,1,117,7875.735
82,200,1576362,11,1,118,7881.81
82,201,1583453.25,13.668,1,119,7877.877
82,202,1592194.25,3.838,1,120,7882.15
82,203,1599111.625,6.496,1,121,7877.397
82,204,1607506.125,1.224,1,122,7879.932
82,205,1614237.875,1.23,1,123,7874.331
82,206,1622324.5,1.236,1,124,7875.362
82,207,1629062.25,1.242,1,125,7869.866
82,208,1636430.25,1.248,1,126,7867.453
82,209,1640367.375,1.672,1,127,7848.648
82,210,1645552.625,1.47,1,128,7835.965
82,211,1649388.5,2.321,1,129,7817.007
82,212,1654515.625,1.908,1,130,7804.319
82,213,1658241.625,7.029,1,131,7785.172
82,214,1663292.375,1.926,1,132,7772.394
82,215,1666838.375,52.46,1,133,7752.737
82,216,1671840,-216,1,134,7740
82,217,1675023,-217,1,135,7719
82,218,1679908,-218,1,136,7706
82,219,1683234,-438,1,137,7686
82,220,1687840,-440,1,138,7672
83,184,1419124.5,78.2,1,101,7712.633
83,185,1430420,0,1,102,7732
83,186,1439476.5,16.926,1,103,7739.121
83,187,1450784.875,10.098,1,104,7758.208
83,188,1459667.5,11.28,1,105,7764.189
83,189,1470608.875,20.79,1,106,7781
83,190,1479215,22.61,1,107,7785.342
83,191,1489926.25,7.449,1,108,7800.661
83,192,1498292.75,30.144,1,109,7803.608
83,193,1508714,7.527,1,110,7817.171
83,194,1516929.625,6.208,1,111,7819.225
83,195,1526997.625,5.265,1,112,7830.757
83,196,1535052.375,24.5,1,113,7831.9
83,197,1544801.875,8.274,1,114,7841.634
83,198,1552555.375,27.918,1,115,7841.189
83,199,1562054.875,10.547,1,116,7849.522
83,200,1569699.375,22.4,1,117,7848.497
83,201,1578816.375,15.276,1,118,7854.808
83,202,1586212.875,15.352,1,119,7852.539
83,203,1595067.5,12.789,1,120,7857.476
83,204,1602259.875,9.18,1,121,7854.215
83,205,1610749.75,5.125,1,122,7857.316
83,206,1617784.75,7.622,1,123,7853.324
83,207,1625882.5,2.484,1,124,7854.505
83,208,1632769.375,2.288,1,125,7849.853
83,209,1640229.25,1.463,1,126,7847.987
83,210,1644833.875,1.26,1,127,7832.542
83,211,1649972.25,5.486,1,128,7819.774
83,212,1654302.375,1.908,1,129,7803.313
83,213,1659487.5,5.112,1,130,7791.021
83,214,1663528,11.128,1,131,7773.495
83,215,1668769.125,5.59,1,132,7761.717
83,216,1672595.75,11.232,1,133,7743.499
83,217,1677811,17.794,1,134,7731.848
83,218,1681396.375,27.032,1,135,7712.828
83,219,1686300,-219,1,136,7700
83,220,1690040,-220,1,137,7682
83,221,1694628,-221,1,138,7668
83,222,1698078,-222,1,139,7649
83,223,1702828,-446,1,140,7636
83,224,1706208,-448,1,141,7617
84,186,1431446.875,18.228,1,102,7695.951
84,187,1440790.75,31.977,1,103,7704.763
84,188,1452234.75,19.928,1,104,7724.653
84,189,1461183.75,22.113,1,105,7731.131
84,190,1472397,13.49,1,106,7749.458
84,191,1480973.125,7.067,1,107,7753.786
84,192,1492046.5,11.136,1,108,7771.076
84,193,1500372.375,14.475,1,109,7773.95
84,194,1511123,12.998,1,110,7789.294
84,195,1519246,37.44,1,111,7791.005
84,196,1529734.125,13.524,1,112,7804.766
84,197,1537690.375,49.644,1,113,7805.535
84,198,1547877.125,17.424,1,114,7817.561
84,199,1555683.5,18.109,1,115,7817.505
84,200,1565488,7.6,1,116,7827.44
84,201,1573138.75,5.025,1,117,7826.561
84,202,1582630.625,8.686,1,118,7834.805
84,203,1590071.125,8.729,1,119,7832.863
84,204,1599172.875,11.016,1,120,7839.083
84,205,1606424.25,10.045,1,121,7836.216
84,206,1615163,3.914,1,122,7840.597
84,207,1622191.25,6.624,1,123,7836.673
84,208,1630586.5,1.664,1,124,7839.358
84,209,1637554.25,1.881,1,125,7835.188
84,210,1645212.75,1.05,1,126,7834.346
