Z,A,BE (keV),error prefix (keV),O,N,BE/A (keV)
31,60,499620,-180,1,29,8327
31,61,515232.281,38.003,1,30,8446.431
31,62,528155.75,0.62,1,31,8518.642
31,63,540787.313,1.323,1,32,8583.926
31,64,551144.375,1.408,1,33,8611.631
31,65,563040.438,0.845,1,34,8662.16
31,66,572177.875,1.122,1,35,8669.361
31,67,583404.625,1.206,1,36,8707.531
31,68,591682.813,1.428,1,37,8701.218
31,69,601995.938,1.173,1,38,8724.579
31,70,609649.625,1.19,1,39,8709.28
31,71,618949.875,0.781,1,40,8717.604
31,72,625470.375,0.792,1,41,8687.089
31,73,634652.75,1.679,1,42,8693.873
31,74,641074.375,2.96,1,43,8663.167
31,75,649560.563,2.4,1,44,8660.808
31,76,655464,1.976,1,45,8624.526
31,77,663231,2.387,1,46,8613.39
31,78,669015.875,1.872,1,47,8577.127
31,79,675929,1.896,1,48,8556.063
31,80,680676.313,2.88,1,49,8508.454
31,81,687151.938,3.24,1,50,8483.357
31,82,690526,2.46,1,51,8421.049
31,83,694923.75,2.573,1,52,8372.575
31,84,697788,-168,1,53,8307
31,85,701675,-340,1,54,8255
31,86,703996,-430,1,55,8186
31,87,707223,-522,1,56,8129
32,58,450196,-522,1,26,7762
32,59,467044,-413,1,27,7916
32,60,486360,-300,1,28,8106
32,61,500688,-305,1,29,8208
32,62,517142,-124,1,30,8341
32,63,530379.125,37.233,1,31,8418.716
32,64,545844.688,3.712,1,32,8528.823
32,65,556078.75,2.145,1,33,8555.058
32,66,569278.813,2.376,1,34,8625.437
32,67,578401.438,4.69,1,35,8632.857
32,68,590793.25,1.904,1,36,8688.136
32,69,598986.438,1.311,1,37,8680.963
32,70,610519,0.84,1,38,8721.7
32,71,617934.938,0.852,1,39,8703.309
32,72,628685.625,0.072,1,40,8731.745
32,73,635468.563,0.073,1,41,8705.049
32,74,645664.813,0,1,42,8725.2
32,75,652170.688,0.075,1,43,8695.609
32,76,661597.938,0,1,44,8705.236
32,77,667669.188,0.077,1,45,8671.028
32,78,676389.75,3.51,1,46,8671.663
32,79,682125.563,37.209,1,47,8634.501
32,80,690205.625,2.08,1,48,8627.57
32,81,695033.313,2.025,1,49,8580.658
32,82,702228,2.214,1,50,8563.756
32,83,705860.625,2.407,1,51,8504.345
32,84,711104.063,3.192,1,52,8465.524
32,85,714150.25,3.74,1,53,8401.768
32,86,718498.063,437.826,1,54,8354.629
32,87,721230,-261,1,55,8290
32,88,725384,-440,1,56,8243
32,89,727041,-356,1,57,8169
32,90,730620,-540,1,58,8118
33,60,463920,-420,1,27,7732
33,61,483425,-305,1,28,7925
33,62,498914,-310,1,29,8047
33,63,516159,-189,1,30,8193
33,64,530304,-192,1,31,8286
33,65,545755.25,84.76,1,32,8396.234
33,66,558914.625,5.676,1,33,8468.403
33,67,571548.063,0.469,1,34,8530.568
33,68,581926.688,1.836,1,35,8557.745
33,69,594215.688,32.016,1,36,8611.821
33,70,603516.625,49.98,1,37,8621.666
33,71,615139.125,4.189,1,38,8663.932
33,72,623547.188,4.104,1,39,8660.378
33,73,634341.5,3.869,1,40,8689.609
33,74,642320.063,1.702,1,41,8680.001
33,75,652565.563,0.9,1,42,8700.874
33,76,659894.063,0.912,1,43,8682.816
33,77,669590.25,1.694,1,44,8695.978
33,78,676562.25,9.75,1,45,8673.875
33,79,685452.688,5.293,1,46,8676.616
33,80,692102.438,3.36,1,47,8651.28
33,81,700492.5,2.673,1,48,8648.056
33,82,706135.938,3.69,1,49,8611.414
33,83,713771.25,2.822,1,50,8599.653
33,84,718026.813,3.192,1,51,8547.938
33,85,723433.688,3.06,1,52,8510.984
33,86,727278,3.44,1,53,8456.721
33,87,732005,2.958,1,54,8413.851
33,88,735152,-176,1,55,8354
33,89,739323,-267,1,56,8307
33,90,741960,-360,1,57,8244
33,91,745563,-364,1,58,8193
33,92,747684,-460,1,59,8127
34,64,516672,-512,1,30,8073
34,65,531050,-325,1,31,8170
34,66,547800,-198,1,32,8300
34,67,560758.813,67.067,1,33,8369.534
34,68,576439.188,0.476,1,34,8477.047
34,69,586755.813,1.518,1,35,8503.707
34,70,600322.313,1.61,1,36,8576.033
34,71,609610.25,2.769,1,37,8586.06
34,72,622403.25,1.944,1,38,8644.489
34,73,630833.688,7.446,1,39,8641.558
34,74,642890.875,0,1,40,8687.715
34,75,650918.5,0.075,1,41,8678.913
34,76,662072.25,0,1,42,8711.477
34,77,669491.188,0.077,1,43,8694.69
34,78,679988.813,0.156,1,44,8717.806
34,79,686951.75,0.237,1,45,8695.592
34,80,696865.063,0.96,1,46,8710.813
34,81,703565.938,0.972,1,47,8685.999
34,82,712842.125,0.492,1,48,8693.196
34,83,718660.063,3.071,1,49,8658.555
34,84,727338.625,1.932,1,50,8658.793
